loan_amount,interest_rate,loan_term_Years,employment_status_Retired,annual_income,monthly_debt,credit_score,credit_history_years,num_credit_cards,num_loan_accounts,total_credit_limit,bankruptcy_flag,defaulted_previous,late_payments_30_59_days,late_payments_60_89_days,late_payments_90plus_days,Loan_issue_Year,Loan_issue_Month,loan_retained,interest_retained
5000,23.61,3.0,0.0,245039.0,5414.0,618.0,24.6,3,3,455169,0,0,7,0,0,2022,8,0,0.0
25000,21.55,4.0,0.0,634390.0,4714.0,476.0,5.5,0,4,283315,0,0,7,3,4,2022,12,25000,21550.0
10000,24.04,1.0,0.0,113707.0,6370.0,341.0,20.9,7,2,384396,0,0,1,6,1,2020,4,10000,2404.0
75000,20.22,3.0,0.0,182005.0,5335.0,648.0,0.5,5,0,222760,0,0,11,2,4,2016,8,75000,45495.0
75000,16.25,5.0,0.0,102503.0,3262.0,482.0,6.4,1,4,358354,0,0,1,6,3,2019,12,75000,60937.5
50000,19.43,3.0,1.0,214525.0,5361.0,387.0,0.1,4,0,312010,0,0,8,6,3,2019,12,50000,29145.0
15000,5.08,4.0,0.0,72867.0,4265.0,580.0,10.7,5,4,125565,1,0,8,6,1,2018,9,15000,3048.0
5000,18.71,4.0,0.0,121072.0,5519.0,696.0,22.2,0,3,453889,0,0,2,4,3,2015,8,5000,3742.000000000001
50000,5.84,3.0,0.0,102731.0,4821.0,463.0,0.5,4,4,294289,0,0,3,3,4,2018,9,50000,8760.0
15000,22.75,4.0,0.0,72986.0,7193.0,531.0,7.8,3,5,494933,0,0,6,1,4,2018,6,15000,13650.0
75000,22.93,3.0,0.0,42562.0,1174.0,512.0,4.9,6,1,351645,0,0,9,7,1,2021,2,75000,51592.5
75000,7.29,3.0,0.0,176166.0,1756.0,716.0,14.7,3,2,400514,0,0,0,7,4,2024,3,75000,16402.500000000004
40000,18.59,2.0,0.0,144156.0,4096.0,413.0,26.2,4,0,93682,0,0,5,0,1,2021,10,40000,14872.0
10000,18.36,5.0,0.0,47524.0,1605.0,531.0,6.5,4,1,75947,0,0,9,4,1,2023,9,10000,9179.999999999998
15000,14.96,4.0,0.0,55316.0,6161.0,515.0,18.1,6,1,432715,0,0,0,3,4,2023,4,15000,8976.0
40000,5.5,2.0,1.0,92563.0,5512.0,376.0,19.8,2,0,465518,0,0,8,0,2,2015,3,40000,4400.0
10000,18.19,3.0,0.0,60470.0,6969.0,829.0,29.0,7,3,217158,0,0,10,5,3,2016,6,10000,5457.0
75000,5.93,5.0,0.0,57395.0,7869.0,549.0,23.0,1,1,206515,0,0,3,7,0,2018,6,75000,22237.5
25000,15.35,1.0,0.0,245941.0,2739.0,744.0,8.0,2,1,263410,0,0,7,3,4,2015,3,0,0.0
20000,21.98,5.0,0.0,231114.0,5341.0,386.0,7.3,0,0,63711,0,0,2,0,4,2018,7,20000,21980.0
5000,22.81,1.0,0.0,231151.0,5221.0,320.0,19.4,4,0,40394,0,1,11,3,1,2022,9,5000,1140.5
20000,18.94,3.0,0.0,56391.0,1322.0,471.0,4.8,2,2,236822,0,0,9,5,3,2020,7,20000,11364.000000000002
100000,18.25,3.0,0.0,203282.0,1130.0,828.0,9.0,7,5,372189,0,0,2,3,3,2021,1,0,0.0
5000,20.38,2.0,0.0,173978.0,953.0,332.0,1.3,0,1,316296,0,0,9,3,1,2024,3,5000,2038.0
20000,7.67,3.0,0.0,23936.0,3440.0,671.0,25.6,3,1,394223,0,0,10,7,0,2016,1,20000,4602.0
50000,8.8,4.0,0.0,51068.0,553.0,301.0,19.9,2,1,224881,0,0,2,0,0,2021,9,50000,17600.0
30000,14.71,2.0,0.0,134850.5,4890.0,847.0,17.7,1,2,227830,0,0,10,3,0,2024,6,0,0.0
25000,14.02,1.0,0.0,134873.0,6572.0,809.0,14.4,3,0,138945,0,0,9,5,1,2016,5,25000,3505.0
25000,8.69,3.0,0.0,87025.0,3252.0,818.0,19.1,2,3,379174,0,0,5,0,2,2015,6,25000,6517.5
15000,18.57,4.0,1.0,34827.0,6781.0,743.0,19.7,5,3,430273,0,0,6,7,3,2023,7,15000,11142.0
10000,19.82,5.0,0.0,58683.0,5475.0,357.0,6.3,3,0,177296,0,0,7,5,1,2016,2,10000,9910.000000000002
40000,10.42,2.0,0.0,136887.0,5940.0,374.0,3.6,4,5,65353,0,1,9,1,2,2018,1,40000,8336.0
40000,11.26,5.0,0.0,23760.0,4116.0,711.0,8.1,4,4,15181,0,0,11,6,2,2016,10,40000,22520.0
40000,10.15,3.0,0.0,160539.0,5945.0,665.0,5.6,7,0,468884,0,0,11,2,4,2021,11,40000,12180.000000000002
50000,10.57,2.0,0.0,73496.0,4351.0,351.0,11.5,1,0,12175,0,1,4,0,2,2022,5,50000,10570.0
20000,12.29,5.0,0.0,26703.0,6993.0,523.0,9.3,2,0,490935,0,1,5,7,4,2020,5,20000,12290.0
20000,13.82,2.0,0.0,76179.0,4648.0,534.0,23.0,2,0,341118,0,0,2,7,0,2022,12,20000,5528.0
30000,14.68,4.0,0.0,188909.0,1411.0,488.0,13.4,5,5,383300,0,1,5,7,2,2021,8,30000,17616.0
25000,14.7,4.0,0.0,230621.0,4709.0,712.0,7.1,4,2,88975,0,0,10,1,1,2017,4,25000,14700.0
25000,17.35,3.0,1.0,40254.0,1063.0,397.0,10.9,0,3,333618,0,1,10,1,2,2023,4,25000,13012.5
30000,11.88,3.0,0.0,129622.0,1928.0,614.0,12.1,7,2,402525,0,0,9,5,2,2023,7,30000,10692.0
50000,15.07,3.0,0.0,180910.0,4256.328051603623,301.0,27.0,1,3,343731,0,0,1,4,4,2022,5,50000,22605.0
10000,15.12,2.0,0.0,133944.0,4711.0,848.0,29.5,6,1,369194,0,0,5,7,2,2019,1,10000,3024.0
15000,6.93,4.0,0.0,174503.0,5805.0,423.0,14.8,1,1,114071,0,0,6,1,1,2017,9,15000,4158.0
5000,17.59,5.0,0.0,210883.0,7032.0,493.0,16.6,1,0,401643,0,1,3,3,1,2015,7,5000,4397.5
20000,10.56,3.0,0.0,80289.0,2347.0,344.0,29.4,5,1,447768,0,1,11,2,2,2018,7,20000,6336.0
5000,5.94,5.0,0.0,58404.0,1232.0,612.0,1.7,3,1,169356,0,0,9,1,3,2017,8,5000,1485.0
15000,17.94,3.0,0.0,238121.0,2814.0,361.0,27.3,6,4,362338,0,0,6,0,2,2015,12,15000,8073.0
10000,13.84,3.0,0.0,219330.0,4258.0,341.0,10.2,5,2,427261,0,0,3,6,0,2019,6,10000,4152.0
20000,17.42,2.0,0.0,157184.0,6940.0,324.0,8.2,4,0,360616,0,0,9,1,1,2022,4,20000,6968.000000000001
5000,24.97,5.0,0.0,162185.0,4936.0,379.0,7.0,3,3,431986,0,1,8,0,0,2020,7,5000,6242.5
5000,15.3,4.0,1.0,205088.0,3185.0,593.0,6.2,4,1,323309,0,0,2,7,1,2017,4,5000,3060.0
15000,14.84,3.0,0.0,94552.0,3933.0,516.0,9.9,0,3,454583,0,0,0,0,0,2015,4,15000,6678.0
5000,8.91,4.0,0.0,81786.0,5971.0,750.0,11.2,1,3,36288,0,0,4,3,2,2024,3,5000,1782.0
20000,13.76,3.0,0.0,134850.5,4963.0,418.0,22.9,1,0,374479,0,0,5,5,3,2023,8,20000,8256.0
30000,22.46,3.0,0.0,7814.3,1946.0,434.0,28.5,1,1,48615,0,0,8,0,1,2015,4,30000,20214.000000000004
10000,7.72,5.0,0.0,29766.0,2030.0,764.0,11.6,5,0,314798,0,0,7,0,3,2018,12,10000,3860.0
5000,17.42,3.0,0.0,228522.0,3017.0,839.0,17.6,3,3,132001,0,0,0,5,3,2016,9,5000,2613.0000000000005
5000,11.26,2.0,0.0,65367.0,4763.0,460.0,2.4,5,3,133321,0,0,0,0,0,2018,12,5000,1126.0
20000,18.27,2.0,0.0,28471.0,5676.0,620.0,13.3,1,2,421682,0,0,0,3,3,2017,12,20000,7308.0
25000,14.28,2.0,0.0,40941.0,6838.0,337.0,3.3,6,3,126197,0,0,8,3,4,2017,12,25000,7139.999999999999
30000,17.8,2.0,0.0,165481.0,6032.0,361.0,2.2,6,2,490608,0,0,10,1,1,2016,12,30000,10680.000000000002
20000,17.01,2.0,0.0,21928.0,1066.0,770.0,13.8,2,0,250570,1,0,9,2,2,2019,8,20000,6804.000000000001
10000,16.38,4.0,0.0,208532.0,5310.0,696.0,19.6,1,3,397457,0,0,9,3,1,2022,6,10000,6552.0
30000,17.43,3.0,0.0,186809.0,7327.0,715.0,24.3,6,3,295925,0,0,8,7,3,2024,3,30000,15687.0
10000,18.51,4.0,0.0,91061.0,2935.0,844.0,27.0,0,4,215594,0,0,7,1,2,2024,12,0,0.0
15000,13.06,2.0,0.0,99898.0,4508.0,833.0,17.4,4,2,170084,0,0,7,5,4,2023,11,15000,3918.0
5000,21.74,2.0,0.0,244549.0,4943.0,562.0,12.1,6,4,97393,0,0,11,1,1,2022,10,5000,2174.0
5000,23.48,4.0,0.0,37391.0,3794.0,527.0,18.7,3,4,226598,0,0,4,1,1,2016,3,5000,4696.0
75000,17.44,3.0,0.0,139302.0,3387.0,627.0,17.4,4,3,24641,0,1,0,7,0,2015,8,75000,39240.0
40000,22.73,2.0,1.0,31210.0,7518.0,350.0,17.2,5,0,272701,0,0,1,1,0,2018,9,40000,18184.0
25000,19.89,5.0,0.0,227106.0,5941.0,751.0,25.8,5,5,114501,0,1,11,5,0,2023,8,0,0.0
15000,13.46,2.0,0.0,248956.0,7746.0,640.0,2.5,3,4,468181,0,0,10,7,1,2019,10,15000,4038.0
10000,14.92,2.0,0.0,89791.0,743.0,497.0,20.6,2,0,280453,0,0,9,1,2,2021,9,10000,2984.0
10000,16.4,3.0,0.0,93476.0,7573.0,365.0,9.9,4,4,52277,0,0,4,3,0,2019,9,10000,4919.999999999999
10000,23.78,1.0,0.0,144823.0,6867.0,692.0,8.8,1,2,448752,0,0,5,1,0,2020,7,0,0.0
20000,17.96,2.0,1.0,81117.0,2261.0,674.0,25.0,0,5,28978,0,0,6,1,3,2015,7,0,0.0
25000,15.17,4.0,0.0,89073.0,2691.0,726.0,26.5,6,0,141303,0,0,7,6,2,2021,10,25000,15170.0
25000,7.47,2.0,0.0,224025.0,4087.0,311.0,9.6,2,4,370220,1,0,1,7,3,2021,7,25000,3735.0
10000,18.34,2.0,0.0,61354.0,5758.0,636.0,0.2,3,1,282070,1,0,1,1,4,2024,3,10000,3668.0
75000,16.09,4.0,0.0,212305.0,4612.0,638.0,9.5,2,5,460145,0,0,7,6,4,2015,10,75000,48269.99999999999
30000,23.8,3.0,0.0,121119.0,1620.0,449.0,26.3,2,5,34737,0,0,6,4,1,2016,7,30000,21420.000000000004
20000,11.84,2.0,1.0,99856.0,1622.0,822.0,24.1,0,4,215276,0,0,0,1,3,2023,3,0,0.0
20000,20.91,3.0,0.0,43167.0,7123.0,655.0,7.2,7,1,33234,0,0,6,5,1,2019,8,20000,12546.0
15000,10.65,1.0,0.0,115138.0,4259.0,580.0,0.8,7,0,469347,0,0,1,4,0,2017,1,15000,1597.5
10000,8.44,3.0,0.0,157666.0,5513.0,,5.2,3,0,17739,0,0,4,6,0,2017,6,10000,2531.9999999999995
15000,5.24,3.0,0.0,94308.0,7194.0,746.0,15.2,1,0,471292,0,0,3,5,3,2015,4,15000,2358.0
30000,22.91,5.0,0.0,195118.0,7832.0,711.0,11.8,0,2,23618,0,0,0,5,0,2024,2,30000,34365.0
5000,13.89,3.0,0.0,58254.0,5508.0,304.0,15.3,4,2,112811,0,0,4,5,1,2018,8,5000,2083.5
5000,10.62,4.0,0.0,51185.0,4513.0,471.0,29.7,7,0,321739,0,0,5,0,3,2018,10,5000,2124.0
5000,13.06,2.0,0.0,217483.0,6585.0,716.0,14.2,2,5,256858,0,1,8,2,0,2018,10,0,0.0
5000,19.24,3.0,0.0,37690.0,3749.0,680.0,15.7,5,5,159150,0,0,6,1,2,2024,11,5000,2885.9999999999995
40000,12.87,2.0,0.0,244873.0,7652.0,,16.1,7,3,30129,0,0,5,5,4,2023,12,40000,10295.999999999998
25000,9.51,3.0,0.0,30192.0,6322.0,634.0,25.4,5,5,263884,0,0,2,4,0,2021,8,25000,7132.5
15000,6.76,3.0,0.0,101562.0,7108.0,682.0,20.0,2,0,121118,0,0,8,1,3,2022,9,15000,3041.9999999999995
5000,17.43,5.0,0.0,70168.0,7756.0,652.0,21.4,1,2,198799,1,0,8,6,2,2018,5,5000,4357.5
15000,24.45,5.0,0.0,92431.0,6691.0,781.0,9.5,7,2,447504,0,1,6,3,0,2015,12,15000,18337.5
15000,17.7,3.0,0.0,211912.0,2900.0,751.0,19.5,4,4,245583,0,0,11,1,3,2019,9,0,0.0
10000,23.94,2.0,1.0,33622.0,6859.0,670.0,6.0,5,4,40201,0,1,11,6,0,2019,3,10000,4788.0
15000,22.56,3.0,0.0,215154.0,6277.0,762.0,22.1,5,5,16351,0,1,11,5,2,2019,7,15000,10152.0
15000,8.12,4.0,0.0,242177.0,719.0,731.0,17.1,3,3,408676,0,0,6,2,0,2017,1,0,0.0
20000,22.58,1.0,0.0,71872.0,7132.0,515.0,7.9,6,4,348391,1,0,4,2,3,2021,6,20000,4515.999999999999
25000,5.02,3.0,1.0,36250.0,1777.0,361.0,6.8,5,1,321799,0,0,7,2,4,2021,11,25000,3764.999999999999
5000,15.19,1.0,0.0,176573.0,6950.0,742.0,15.3,0,2,285522,0,0,9,3,0,2022,6,0,0.0
15000,15.45,2.0,0.0,169654.0,6418.0,541.0,11.7,1,4,211720,0,0,6,4,0,2021,3,15000,4635.0
25000,19.54,1.0,0.0,194465.0,504.0,519.0,22.9,1,5,368257,0,1,0,0,2,2017,12,25000,4885.0
20000,20.12,5.0,1.0,214580.0,5957.0,655.0,11.2,3,4,457590,0,0,11,5,2,2020,6,20000,20120.000000000004
40000,9.63,2.0,0.0,186362.0,4673.0,724.0,14.0,5,2,158939,0,0,8,5,2,2020,1,0,0.0
25000,22.64,2.0,0.0,127795.0,2142.0,362.0,17.2,7,0,20687,0,0,5,7,2,2016,6,25000,11320.0
10000,8.58,5.0,0.0,125620.0,7705.0,829.0,18.4,6,2,29611,0,0,10,6,1,2021,1,10000,4290.0
5000,24.23,3.0,0.0,61351.0,1656.0,621.0,18.1,0,2,143508,0,0,11,4,0,2022,8,5000,3634.5
25000,24.7,4.0,0.0,248925.0,4945.0,351.0,27.3,7,5,51422,0,0,0,3,2,2022,12,25000,24700.0
5000,18.94,3.0,0.0,48788.0,5831.0,586.0,24.3,6,0,196696,0,1,4,7,4,2019,4,5000,2841.0000000000005
20000,17.97,3.0,0.0,76661.0,6873.0,565.0,8.1,1,1,264325,0,0,3,5,3,2019,12,20000,10782.0
75000,24.58,1.0,1.0,51494.0,5699.0,361.0,29.5,6,0,155259,0,0,6,3,0,2024,5,75000,18435.0
15000,17.85,3.0,0.0,28632.0,505.0,792.0,6.3,1,5,342180,0,0,3,0,1,2015,4,15000,8032.500000000002
25000,13.12,3.0,0.0,150990.0,3892.0,674.0,25.9,1,4,448620,0,1,1,7,0,2021,4,25000,9839.999999999998
15000,8.35,3.0,0.0,87559.0,2936.0,506.0,10.1,1,4,457941,0,0,6,5,4,2020,1,15000,3757.499999999999
20000,7.56,4.0,0.0,123227.0,7782.0,607.0,22.0,2,3,474893,0,0,4,3,0,2021,2,20000,6048.0
75000,19.01,3.0,0.0,155591.0,2720.0,569.0,1.8,0,1,307595,0,0,0,4,0,2017,7,75000,42772.50000000001
15000,9.58,3.0,0.0,241683.0,1967.0,642.0,6.5,4,2,64359,0,0,7,7,1,2021,4,15000,4311.0
75000,16.99,2.0,0.0,131605.0,3038.0,376.0,9.1,1,4,255964,0,0,0,6,1,2019,6,75000,25485.0
50000,9.75,4.0,0.0,182959.0,7624.0,373.0,1.0,7,3,261470,0,0,9,6,4,2020,5,50000,19500.0
10000,14.08,3.0,1.0,83206.0,5354.0,650.0,29.4,1,0,120157,0,0,7,7,4,2023,3,10000,4224.0
5000,19.85,3.0,0.0,101191.0,844.0,346.0,19.1,0,3,397257,0,0,10,6,0,2020,11,5000,2977.5
5000,15.56,3.0,0.0,86385.0,6706.0,633.0,28.7,5,2,224123,0,0,8,6,3,2019,6,5000,2334.0000000000005
5000,22.43,4.0,0.0,173357.0,2546.0,342.0,4.3,7,5,235745,0,0,1,5,2,2022,6,5000,4486.0
5000,15.53,5.0,0.0,188661.0,6292.0,806.0,28.3,0,5,418572,0,0,9,7,3,2016,4,0,0.0
25000,8.88,2.0,0.0,144174.0,3919.0,612.0,17.7,0,0,486905,0,0,2,4,2,2023,10,25000,4440.0
5000,22.94,4.0,0.0,81387.0,3586.0,441.0,5.7,1,2,471088,0,0,4,5,0,2018,12,5000,4588.0
10000,13.36,2.0,0.0,209633.0,2410.0,685.0,11.8,5,2,23496,0,1,8,7,0,2020,6,10000,2672.0
40000,22.35,1.0,0.0,133426.0,7425.0,396.0,4.2,6,4,43935,0,0,3,1,0,2020,9,40000,8940.0
5000,9.65,4.0,0.0,70257.0,1159.0,658.0,3.7,4,0,417656,0,0,8,1,0,2019,6,5000,1930.0
40000,17.72,2.0,0.0,150606.0,1326.0,738.0,22.5,5,4,450543,0,0,5,0,3,2020,7,40000,14176.0
10000,8.31,2.0,0.0,58581.0,4532.0,392.0,6.2,2,2,404632,0,1,8,1,0,2017,11,10000,1662.0000000000002
5000,6.6,3.0,0.0,122436.0,4864.0,541.0,12.1,5,2,128870,0,0,7,3,3,2022,1,5000,990.0
25000,24.98,4.0,0.0,190679.0,4783.0,622.0,4.2,7,2,137962,0,0,5,1,3,2020,3,25000,24980.0
25000,5.21,2.0,1.0,147594.0,1097.0,733.0,12.6,0,5,479605,0,0,1,6,1,2017,6,25000,2605.0
50000,16.82,2.0,0.0,47452.0,7693.0,735.0,9.0,2,0,436216,0,0,8,3,2,2017,8,50000,16820.0
30000,5.27,1.0,0.0,109951.0,3674.0,751.0,2.8,3,1,439449,0,0,2,6,3,2016,1,30000,1581.0
40000,16.03,1.0,0.0,203203.0,605.0,370.0,15.3,1,4,30639,0,0,7,5,1,2019,11,40000,6412.0
10000,7.0,2.0,0.0,114707.0,2358.0,350.0,9.7,5,3,364884,0,1,7,4,1,2015,4,10000,1400.0000000000002
10000,20.75,5.0,1.0,187162.0,1959.0,444.0,2.0,4,5,81972,0,0,1,0,0,2024,6,0,0.0
30000,10.85,1.0,0.0,208107.0,4917.0,668.0,5.7,6,0,331559,0,0,11,5,2,2022,2,30000,3255.0
40000,11.89,3.0,0.0,174966.0,1043.0,483.0,6.3,7,4,166487,0,0,11,0,4,2022,2,40000,14268.0
100000,10.05,5.0,0.0,201128.0,4310.0,688.0,28.4,6,1,71459,0,0,5,2,1,2016,5,100000,50250.0
15000,7.28,3.0,0.0,79010.0,3473.0,826.0,8.0,2,2,93918,0,0,3,7,1,2019,1,15000,3276.0
15000,15.01,1.0,0.0,29610.0,1740.0,429.0,5.0,3,3,456013,0,0,11,4,2,2023,7,15000,2251.5
30000,13.95,3.0,0.0,27269.0,6832.0,657.0,0.2,5,0,11464,0,0,11,2,1,2019,1,30000,12555.0
10000,15.79,5.0,0.0,187921.0,3598.0,475.0,18.6,3,4,467249,0,0,9,2,4,2016,5,10000,7894.999999999999
75000,17.52,3.0,0.0,91169.0,7961.0,556.0,3.6,4,3,37050,0,0,10,3,0,2017,3,75000,39420.0
40000,6.77,3.0,0.0,131204.0,1997.0,760.0,0.8,2,3,71985,0,0,7,4,0,2015,4,0,0.0
15000,13.27,2.0,0.0,71571.0,2326.0,368.0,11.3,3,1,414566,0,0,5,7,3,2018,2,15000,3981.0
30000,16.85,3.0,0.0,132434.0,5113.0,672.0,9.7,1,4,409055,0,0,9,6,4,2022,12,30000,15165.0
5000,8.83,4.0,0.0,118414.0,7188.0,303.0,9.2,5,1,200883,0,0,8,6,2,2022,7,5000,1766.0
50000,17.13,3.0,0.0,196055.0,2716.0,395.0,25.1,7,2,231435,0,0,2,1,4,2023,7,50000,25694.999999999996
20000,19.37,3.0,0.0,72383.0,5429.0,345.0,20.9,7,5,380412,0,0,5,3,3,2021,3,20000,11622.0
50000,6.98,4.0,0.0,160380.0,2390.0,786.0,3.6,1,0,177262,0,0,3,0,2,2018,8,50000,13960.0
15000,23.31,3.0,0.0,160316.0,7971.0,,28.3,4,0,234239,0,0,9,7,3,2016,4,15000,10489.499999999998
5000,18.76,3.0,0.0,55860.0,2293.0,810.0,20.5,7,0,493605,0,0,1,1,1,2024,2,5000,2814.0000000000005
5000,7.91,3.0,0.0,96538.0,5319.0,655.0,19.0,0,5,429370,0,0,11,3,1,2017,10,5000,1186.5
10000,18.15,3.0,1.0,176505.0,5914.0,844.0,18.3,4,4,382581,0,0,9,7,2,2021,11,10000,5445.0
75000,8.93,3.0,0.0,130797.0,4482.0,614.0,0.5,6,3,169999,0,0,9,1,3,2020,3,75000,20092.5
75000,22.33,3.0,0.0,110473.0,7674.0,808.0,12.9,5,1,451080,0,0,1,3,2,2018,2,75000,50242.49999999999
20000,15.39,1.0,0.0,69007.0,2558.0,345.0,16.0,4,3,469664,0,0,2,6,4,2020,12,20000,3078.0
25000,15.65,3.0,0.0,44832.0,3433.0,807.0,29.5,3,4,356168,0,0,6,3,0,2015,2,25000,11737.5
15000,23.61,3.0,0.0,212445.0,7112.0,,18.7,3,3,453716,0,0,10,4,3,2024,6,15000,10624.5
10000,11.08,3.0,0.0,22378.0,1016.0,702.0,13.1,5,5,137411,0,0,5,7,4,2022,2,10000,3324.0
10000,17.38,3.0,1.0,107880.0,3471.0,452.0,24.9,3,0,437981,0,0,3,6,0,2022,1,10000,5213.999999999999
25000,7.89,2.0,0.0,218373.0,3417.0,447.0,20.0,4,5,273138,0,0,5,0,0,2023,6,0,0.0
30000,12.26,2.0,0.0,30769.0,3168.0,759.0,11.8,1,5,469266,0,0,4,7,3,2021,9,30000,7356.0
30000,8.9,3.0,0.0,67799.0,2320.0,816.0,26.8,3,3,331978,0,0,2,4,3,2021,3,30000,8010.000000000002
30000,9.03,3.0,0.0,197185.0,5426.0,669.0,16.5,2,5,441559,0,0,8,2,1,2016,7,30000,8126.999999999998
5000,18.22,3.0,0.0,54968.0,5587.0,847.0,25.2,1,2,414732,0,0,5,4,4,2016,7,5000,2733.0
15000,10.73,4.0,0.0,180996.0,6878.0,724.0,10.5,5,4,445269,0,0,4,0,4,2015,12,15000,6438.0
5000,10.02,4.0,0.0,144925.0,7373.0,309.0,8.6,3,4,310251,0,0,9,7,1,2017,5,5000,2004.0
20000,21.16,1.0,0.0,126345.0,5721.0,704.0,19.6,6,3,425841,0,1,1,6,4,2016,10,20000,4232.0
15000,14.48,3.0,0.0,234624.0,1043.0,513.0,10.4,3,5,390405,0,0,4,2,2,2020,7,15000,6516.0
50000,12.6,3.0,0.0,159118.0,5675.0,316.0,27.2,7,0,288902,0,0,0,2,1,2015,11,50000,18900.0
15000,21.3,3.0,1.0,72165.0,7069.0,531.0,16.8,5,0,216725,0,0,7,0,3,2017,12,15000,9585.0
5000,14.77,5.0,0.0,219759.0,7258.0,756.0,14.1,2,0,300017,0,0,0,7,2,2020,7,0,0.0
5000,21.3,3.0,1.0,82183.0,1712.0,654.0,15.6,1,1,16021,1,0,1,4,3,2021,3,5000,3195.0
30000,11.37,4.0,0.0,203163.0,668.0,644.0,13.1,3,5,172457,1,0,1,7,2,2016,7,30000,13644.0
20000,24.24,5.0,0.0,78248.0,3325.0,627.0,13.9,0,0,193635,0,0,1,1,3,2022,12,20000,24240.0
5000,21.47,1.0,0.0,241916.0,5068.0,401.0,15.3,0,4,480639,0,0,5,0,1,2015,6,5000,1073.5
25000,9.26,3.0,0.0,249360.0,2851.0,736.0,26.9,6,2,155791,0,0,4,3,3,2019,1,0,0.0
5000,19.55,1.0,0.0,240743.0,7129.0,687.0,23.3,1,3,32283,0,0,5,6,2,2024,4,5000,977.5
40000,21.35,2.0,0.0,97458.0,7112.0,317.0,23.4,3,4,365178,0,0,5,2,3,2021,3,40000,17080.000000000004
25000,12.27,5.0,0.0,39314.0,6492.0,784.0,23.6,6,3,401728,0,0,0,2,1,2022,12,25000,15337.499999999998
5000,7.81,5.0,1.0,170904.0,2625.0,553.0,25.9,3,0,300670,0,0,0,3,1,2020,11,5000,1952.5
5000,10.39,3.0,0.0,149271.0,7431.0,426.0,15.1,6,4,428197,1,0,1,0,0,2016,3,5000,1558.5
100000,16.71,4.0,0.0,35706.0,4691.0,700.0,8.7,6,4,59457,0,0,11,3,0,2018,1,100000,66840.0
15000,10.04,2.0,1.0,21433.0,1128.0,418.0,17.8,2,2,43585,0,0,4,3,0,2017,12,15000,3011.9999999999995
15000,18.23,3.0,0.0,129510.0,5050.0,392.0,29.1,3,2,448161,0,0,0,0,4,2015,10,15000,8203.500000000002
40000,12.84,2.0,0.0,215338.0,2960.0,572.0,6.8,1,5,294724,0,0,6,5,1,2020,8,40000,10271.999999999998
75000,9.51,3.0,0.0,220899.0,909.0,803.0,23.8,7,0,472454,0,1,1,2,1,2015,5,75000,21397.5
100000,17.26,3.0,0.0,97087.0,2746.0,413.0,20.8,7,1,300223,0,0,0,4,1,2024,6,100000,51780.0
30000,6.48,3.0,0.0,124317.0,2167.0,838.0,13.3,3,4,10524,0,0,10,4,1,2015,9,30000,5832.000000000001
5000,24.49,2.0,1.0,155933.0,7066.0,642.0,0.6,2,1,496762,0,1,8,7,2,2024,6,5000,2449.0
20000,11.56,3.0,0.0,152024.0,6800.0,761.0,22.5,6,1,340064,0,0,3,6,2,2016,3,20000,6936.0
50000,15.56,2.0,0.0,124341.0,6087.0,707.0,14.8,4,1,175806,0,0,7,2,1,2018,6,50000,15560.000000000002
5000,15.57,4.0,0.0,232936.0,1063.0,812.0,10.8,5,3,179283,0,0,10,7,3,2018,8,0,0.0
15000,12.57,1.0,1.0,61012.0,613.0,487.0,17.1,4,1,148584,0,0,3,4,1,2018,4,15000,1885.5
5000,6.04,4.0,0.0,34086.0,5984.0,759.0,15.1,2,2,355476,0,0,6,1,0,2016,8,5000,1208.0
15000,10.4,2.0,1.0,40709.0,1586.0,310.0,3.3,1,2,75023,0,0,3,1,2,2018,8,15000,3120.0000000000005
5000,21.37,3.0,0.0,24314.0,3221.0,671.0,7.7,3,3,10869,0,0,7,7,1,2022,7,5000,3205.5
5000,13.25,4.0,0.0,33931.0,1103.0,436.0,8.8,7,4,119647,0,0,7,2,0,2018,12,5000,2650.0
25000,17.68,3.0,1.0,96454.0,5732.0,678.0,18.6,5,5,42821,0,0,4,3,2,2015,9,25000,13260.0
30000,10.65,1.0,0.0,209284.0,3641.0,744.0,20.8,7,5,182116,0,0,5,7,4,2020,9,30000,3195.0
20000,21.24,4.0,0.0,230360.0,6362.0,472.0,29.6,5,2,61571,0,0,2,1,1,2018,12,20000,16992.0
75000,22.97,3.0,0.0,66211.0,3243.0,340.0,5.8,4,3,246094,0,1,3,0,3,2015,11,75000,51682.5
10000,16.49,4.0,0.0,123776.0,3507.0,707.0,26.8,4,2,309990,0,0,9,3,1,2018,6,10000,6596.0
40000,11.99,3.0,0.0,158996.0,4872.0,390.0,24.0,3,5,180944,0,0,0,4,0,2023,10,40000,14388.0
10000,16.09,5.0,0.0,200455.0,3331.0,728.0,13.5,4,5,158632,0,0,8,1,3,2015,5,10000,8044.999999999999
75000,15.94,3.0,0.0,187069.0,2168.0,612.0,26.6,4,1,330609,0,0,0,1,2,2020,7,75000,35864.99999999999
5000,5.2,3.0,0.0,204406.0,3584.0,694.0,3.5,5,2,449954,0,0,8,2,2,2015,9,5000,780.0
5000,9.32,3.0,0.0,94127.0,2673.0,416.0,25.7,3,0,341438,0,0,3,7,4,2023,9,5000,1398.0
50000,16.18,3.0,0.0,81648.0,7535.0,661.0,7.5,7,2,83382,0,0,6,3,1,2020,12,50000,24270.0
